200	0.639068212
300	0.640549109
400	0.64182709
500	0.641725079
600	0.641922689
700	0.642922616
800	0.643726131
900	0.644475059
1000	0.644568681
1100	0.645326299
1200	0.645768137
1300	0.645646789
1400	0.645427245
1500	0.645112608
1600	0.644991043
1700	0.645304444
1800	0.645181231
1900	0.645451486
2000	0.645440879
2100	0.645316235
2200	0.645143643
2300	0.644975126
2400	0.644945387
2500	0.645008963
2600	0.645311013
2700	0.645253823
2800	0.645194199
2900	0.645291886
3000	0.645214957
3100	0.645076313
3200	0.644747916
3300	0.644979265
3400	0.644874628
3500	0.644708906
3600	0.644800178
3700	0.644882868
3800	0.644932623
3900	0.644791384
4000	0.644867294
4100	0.644843634
4200	0.644694474
4300	0.644815355
4400	0.644864518
4500	0.644723293
4600	0.644741657
4700	0.644748587
4800	0.644709131
4900	0.644741398
5000	0.64488972
5100	0.644931832
5200	0.644886266
5300	0.644840289
5400	0.644911125
5500	0.645006484
5600	0.644939763
5700	0.645037229
5800	0.645017151
5900	0.645017723
6000	0.645087288
6100	0.645023913
6200	0.644975435
6300	0.644939578
6400	0.64490565
6500	0.644828966
6600	0.644828271
6700	0.644867009
6800	0.644883661
6900	0.644943916
7000	0.644867602
7100	0.644821791
7200	0.644833211
7300	0.644827016
7400	0.644943006
7500	0.644965362
7600	0.644955791
7700	0.644906263
7800	0.644872858
7900	0.644875592
8000	0.644916057
8100	0.644943294
8200	0.644872573
8300	0.644892512
8400	0.644909708
8500	0.644841974
8600	0.644874564
8700	0.644823612
8800	0.644838972
8900	0.644867026
9000	0.644884249
9100	0.644851476
9200	0.644918138
9300	0.644966324
9400	0.644972025
9500	0.645022357
9600	0.645062456
9700	0.645055982
9800	0.645094841
9900	0.645057791
10000	0.64509674
10100	0.645117432
10200	0.645153558
10300	0.645161584
10400	0.64516643
10500	0.645223075
10600	0.645189743
10700	0.645176811
10800	0.645172214
10900	0.645106122
11000	0.645091557
11100	0.645044262
11200	0.645025224
11300	0.645035174
11400	0.644992836
11500	0.644993628
11600	0.644982361
11700	0.645003325
11800	0.645024206
11900	0.645042102
12000	0.644961413
12100	0.644952335
12200	0.644944458
12300	0.644971275
14000	0.644931079
15000	0.644960232
16000	0.644840781
17000	0.644864244
18000	0.644904185
19000	0.64495721
20000	0.644924101
21000	0.644854718
22000	0.644867621
23000	0.644928575
24000	0.644843849
25000	0.644823807
