Dens,Lat,Long
1.25214,-74.05617486,4.818385443
1.25214,-74.05779751,4.818928075
1.25214,-74.05725662,4.818928059
1.25214,-74.05671573,4.818928043
1.25214,-74.05617484,4.818928026
1.25214,-74.05779749,4.819470658
1.25214,-74.0572566,4.819470642
1.25214,-74.05671571,4.819470626
1.25214,-74.05617482,4.819470609
1.25214,-74.05779747,4.820013241
1.25214,-74.05725659,4.820013225
1.25214,-74.0567157,4.820013209
1.25214,-74.05617481,4.820013192
1.508204,-74.05617498,4.81458736
1.508204,-74.05671584,4.81512996
1.508204,-74.05617496,4.815129943
1.508204,-74.05725671,4.815672559
1.508204,-74.05671583,4.815672543
1.508204,-74.05617494,4.815672526
1.508204,-74.05563406,4.815672509
1.508204,-74.05671581,4.816215126
1.508204,-74.05617493,4.81621511
1.508204,-74.05563404,4.816215092
1.508204,-74.0567158,4.81675771
1.508204,-74.05617491,4.816757693
1.508204,-74.05563402,4.816757676
1.508204,-74.05671578,4.817300293
1.508204,-74.05617489,4.817300276
1.508204,-74.055634,4.817300259
1.508204,-74.05671576,4.817842876
1.508204,-74.05617487,4.817842859
1.508204,-74.05563399,4.817842842
1.340941,-74.0410302,4.814586717
1.340941,-74.04048931,4.814586687
1.340941,-74.04319371,4.815129412
1.340941,-74.04265283,4.815129385
1.340941,-74.04211194,4.815129357
1.340941,-74.04157106,4.815129329
1.340941,-74.04103017,4.8151293
1.340941,-74.04535723,4.815672101
1.340941,-74.04481634,4.815672075
1.340941,-74.04427546,4.815672049
1.340941,-74.04373457,4.815672023
1.340941,-74.04319368,4.815671996
1.340941,-74.0426528,4.815671968
1.340941,-74.04211191,4.81567194
1.340941,-74.04157103,4.815671912
1.340941,-74.04103014,4.815671883
1.340941,-74.04697986,4.816214759
1.340941,-74.04643897,4.816214735
1.340941,-74.04589809,4.81621471
1.340941,-74.0453572,4.816214684
1.340941,-74.04481632,4.816214659
1.340941,-74.04427543,4.816214632
1.340941,-74.04373454,4.816214606
1.340941,-74.04319366,4.816214579
1.340941,-74.04265277,4.816214551
1.340941,-74.04211188,4.816214523
1.340941,-74.041571,4.816214495
1.340941,-74.04643895,4.816757318
1.340941,-74.04589806,4.816757293
1.340941,-74.04535718,4.816757268
1.340941,-74.04481629,4.816757242
1.340941,-74.0442754,4.816757216
1.340941,-74.04373452,4.816757189
1.340941,-74.04643892,4.817299901
1.340941,-74.04589804,4.817299876
1.246508,-74.05076615,4.814044586
1.246508,-74.05022526,4.814044564
1.246508,-74.04968438,4.814044542
1.246508,-74.05238878,4.814587231
1.246508,-74.0518479,4.81458721
1.246508,-74.05130701,4.81458719
1.246508,-74.05076613,4.814587169
1.246508,-74.05022524,4.814587147
1.246508,-74.04968436,4.814587125
1.246508,-74.05238876,4.815129814
1.246508,-74.05184788,4.815129794
1.246508,-74.05130699,4.815129773
1.246508,-74.05076611,4.815129752
1.246508,-74.05022522,4.815129731
1.246508,-74.04968434,4.815129709
1.246508,-74.05238874,4.815672397
1.246508,-74.05184786,4.815672377
1.246508,-74.05130697,4.815672356
1.246508,-74.05076608,4.815672335
1.246508,-74.0502252,4.815672314
1.246508,-74.04968431,4.815672292
1.246508,-74.04914343,4.81567227
1.246508,-74.05238872,4.81621498
1.246508,-74.05184784,4.81621496
1.246508,-74.05130695,4.81621494
1.246508,-74.05076606,4.816214919
1.246508,-74.05022518,4.816214897
1.246508,-74.04968429,4.816214875
1.246508,-74.0491434,4.816214853
1.246508,-74.0523887,4.816757564
1.246508,-74.05184782,4.816757543
1.246508,-74.05130693,4.816757523
1.246508,-74.05076604,4.816757502
1.246508,-74.05022516,4.81675748
1.246508,-74.04968427,4.816757458
1.246508,-74.04914338,4.816757436
1.246508,-74.05238868,4.817300147
1.246508,-74.0518478,4.817300127
1.246508,-74.05130691,4.817300106
1.246508,-74.05076602,4.817300085
1.246508,-74.05022513,4.817300063
1.246508,-74.04968425,4.817300042
1.246508,-74.04914336,4.817300019
1.246508,-74.05184777,4.81784271
1.246508,-74.05130689,4.817842689
1.246508,-74.050766,4.817842668
1.246508,-74.05022511,4.817842647
1.246508,-74.04968422,4.817842625
1.246508,-74.04914334,4.817842602
1.246508,-74.05184775,4.818385293
1.246508,-74.05130687,4.818385272
1.246508,-74.05076598,4.818385251
1.246508,-74.05022509,4.81838523
1.246508,-74.0496842,4.818385208
1.742631,-74.05617501,4.813502193
1.742631,-74.05671588,4.814044793
1.742631,-74.05617499,4.814044777
1.742631,-74.05725675,4.814587393
1.742631,-74.05671586,4.814587377
1.742631,-74.05779762,4.815129992
1.742631,-74.05725673,4.815129976
0.645227,-74.05563414,4.812959593
0.645227,-74.05509326,4.812959575
0.645227,-74.05563413,4.813502176
0.645227,-74.05509324,4.813502159
0.645227,-74.05455236,4.813502141
0.645227,-74.05563411,4.814044759
0.645227,-74.05509322,4.814044742
0.645227,-74.05455234,4.814044724
0.645227,-74.05563409,4.814587343
0.645227,-74.05509321,4.814587325
0.645227,-74.05455232,4.814587307
0.645227,-74.05563407,4.815129926
0.645227,-74.05509319,4.815129908
0.645227,-74.0545523,4.81512989
0.645227,-74.05509317,4.815672492
0.645227,-74.05455229,4.815672474
0.645227,-74.05509315,4.816215075
0.645227,-74.05455227,4.816215057
0.645227,-74.05509314,4.816757658
0.645227,-74.05455225,4.81675764
0.645227,-74.05509312,4.817300241
0.645227,-74.05455223,4.817300223
0.645227,-74.0550931,4.817842825
0.645227,-74.05455221,4.817842806
0.645227,-74.05401132,4.817842788
0.645227,-74.05509308,4.818385408
0.999868,-74.05401151,4.812416956
0.999868,-74.05347063,4.812416937
0.999868,-74.05455238,4.812959557
0.999868,-74.05401149,4.812959539
0.999868,-74.05347061,4.81295952
0.999868,-74.05401147,4.813502122
0.999868,-74.05347059,4.813502103
0.999868,-74.05401146,4.814044705
0.999868,-74.05347057,4.814044686
0.999868,-74.05401144,4.814587289
0.999868,-74.05347055,4.81458727
0.999868,-74.05401142,4.815129872
0.999868,-74.05347053,4.815129853
0.999868,-74.05292965,4.815129834
0.999868,-74.0540114,4.815672455
0.999868,-74.05347051,4.815672436
0.999868,-74.05292963,4.815672417
0.999868,-74.05401138,4.816215038
0.999868,-74.05347049,4.816215019
0.999868,-74.05292961,4.816215
0.999868,-74.05401136,4.816757622
0.999868,-74.05347048,4.816757603
0.999868,-74.05292959,4.816757583
0.999868,-74.05401134,4.817300205
0.999868,-74.05347046,4.817300186
0.999868,-74.05292957,4.817300167
0.999868,-74.05347044,4.817842769
0.999868,-74.05292955,4.81784275
0.999868,-74.05238866,4.81784273
0.999868,-74.05347042,4.818385352
0.999868,-74.05292953,4.818385333
0.999868,-74.05238864,4.818385313
0.999868,-74.0534704,4.818927936
0.999868,-74.05292951,4.818927916
1.634431,-74.03345795,4.812415936
1.634431,-74.03291707,4.812415901
1.634431,-74.03237619,4.812415865
1.634431,-74.0318353,4.812415829
1.634431,-74.03129442,4.812415793
1.634431,-74.03345792,4.812958519
1.634431,-74.03291703,4.812958484
1.634431,-74.03237615,4.812958448
1.634431,-74.03183527,4.812958412
1.634431,-74.03129438,4.812958376
1.634431,-74.03345788,4.813501102
1.634431,-74.032917,4.813501067
1.634431,-74.03237611,4.813501031
1.634431,-74.03183523,4.813500995
1.634431,-74.03129435,4.813500959
1.634431,-74.03345785,4.814043685
1.634431,-74.03291696,4.81404365
1.634431,-74.03237608,4.814043615
1.634431,-74.03183519,4.814043578
1.634431,-74.03129431,4.814043542
1.634431,-74.03345781,4.814586269
1.634431,-74.03291693,4.814586233
1.634431,-74.03237604,4.814586198
1.634431,-74.03183516,4.814586162
1.634431,-74.03129427,4.814586125
1.634431,-74.03345778,4.815128852
1.634431,-74.03291689,4.815128816
1.634431,-74.03237601,4.815128781
1.634431,-74.03183512,4.815128745
1.634431,-74.03129424,4.815128708
1.634431,-74.03345774,4.815671435
1.634431,-74.03291686,4.8156714
1.634431,-74.03237597,4.815671364
1.634431,-74.03183508,4.815671328
1.634431,-74.0312942,4.815671291
1.634431,-74.03345771,4.816214018
1.634431,-74.03291682,4.816213983
1.634431,-74.03237593,4.816213947
1.634431,-74.03183505,4.816213911
1.634431,-74.03129416,4.816213874
1.634431,-74.03075328,4.816213837
1.634431,-74.03345767,4.816756601
1.634431,-74.03291679,4.816756566
1.634431,-74.0323759,4.81675653
1.634431,-74.03183501,4.816756494
1.634431,-74.03129413,4.816756458
1.634431,-74.03075324,4.816756421
1.634431,-74.03345764,4.817299184
1.634431,-74.03291675,4.817299149
1.634431,-74.03237586,4.817299113
1.634431,-74.03183498,4.817299077
1.634431,-74.03129409,4.817299041
1.634431,-74.0334576,4.817841767
1.634431,-74.03291671,4.817841732
1.634431,-74.03237583,4.817841696
1.634431,-74.03183494,4.81784166
1.634431,-74.03129405,4.817841624
1.634431,-74.03345757,4.81838435
1.634431,-74.03291668,4.818384315
1.634431,-74.03237579,4.818384279
1.634431,-74.0318349,4.818384243
1.634431,-74.03129402,4.818384207
1.634431,-74.03399842,4.818926968
1.634431,-74.03345753,4.818926933
1.634431,-74.03291664,4.818926898
1.634431,-74.03237576,4.818926862
1.634431,-74.03183487,4.818926826
1.634431,-74.03399839,4.819469551
1.634431,-74.0334575,4.819469517
1.634431,-74.03291661,4.819469481
16.00221,-74.03075357,4.811873172
16.00221,-74.03075354,4.812415756
0.017535,-74.04860277,4.810246414
0.017535,-74.04806189,4.810246391
0.017535,-74.04752101,4.810246367
0.017535,-74.04373484,4.81024619
0.017535,-74.04319396,4.810246163
0.017535,-74.04265307,4.810246136
0.017535,-74.04211219,4.810246108
0.017535,-74.04157131,4.81024608
0.017535,-74.04103043,4.810246051
0.017535,-74.04968451,4.810789043
0.017535,-74.04914363,4.81078902
0.017535,-74.04860275,4.810788998
0.017535,-74.04806187,4.810788974
0.017535,-74.04752098,4.810788951
0.017535,-74.0469801,4.810788927
0.017535,-74.04643922,4.810788902
0.017535,-74.04589834,4.810788877
0.017535,-74.04535746,4.810788852
0.017535,-74.04481657,4.810788826
0.017535,-74.04427569,4.8107888
0.017535,-74.04373481,4.810788774
0.017535,-74.04319393,4.810788747
0.017535,-74.04265305,4.810788719
0.017535,-74.04211217,4.810788691
0.017535,-74.04157128,4.810788663
0.017535,-74.0410304,4.810788634
0.017535,-74.04048952,4.810788605
0.017535,-74.04914361,4.811331604
0.017535,-74.04860272,4.811331581
0.017535,-74.04806184,4.811331558
0.017535,-74.04752096,4.811331534
0.017535,-74.04698008,4.81133151
0.017535,-74.0464392,4.811331486
0.017535,-74.04589831,4.811331461
0.017535,-74.04535743,4.811331435
0.017535,-74.04481655,4.81133141
0.017535,-74.04427567,4.811331383
0.017535,-74.04373478,4.811331357
0.017535,-74.0431939,4.81133133
0.017535,-74.04265302,4.811331302
0.017535,-74.04211214,4.811331274
0.017535,-74.04157125,4.811331246
0.017535,-74.04103037,4.811331217
0.017535,-74.04048949,4.811331188
0.017535,-74.04914358,4.811874187
0.017535,-74.0486027,4.811874164
0.017535,-74.04806182,4.811874141
0.017535,-74.04752094,4.811874117
0.017535,-74.04698005,4.811874093
0.017535,-74.04643917,4.811874069
0.017535,-74.04589829,4.811874044
0.017535,-74.04535741,4.811874019
0.017535,-74.04481652,4.811873993
0.017535,-74.04427564,4.811873967
0.017535,-74.04373476,4.81187394
0.017535,-74.04319387,4.811873913
0.017535,-74.04265299,4.811873886
0.017535,-74.04211211,4.811873858
0.017535,-74.04157123,4.811873829
0.017535,-74.04103034,4.811873801
0.017535,-74.04048946,4.811873771
0.017535,-74.04914356,4.81241677
0.017535,-74.04860268,4.812416747
0.017535,-74.0480618,4.812416724
0.017535,-74.04752091,4.812416701
0.017535,-74.04698003,4.812416677
0.017535,-74.04643915,4.812416652
0.017535,-74.04589826,4.812416627
0.017535,-74.04535738,4.812416602
0.017535,-74.0448165,4.812416576
0.017535,-74.04427561,4.81241655
0.017535,-74.04373473,4.812416523
0.017535,-74.04319385,4.812416496
0.017535,-74.04265296,4.812416469
0.017535,-74.04211208,4.812416441
0.017535,-74.0415712,4.812416413
0.017535,-74.04103031,4.812416384
0.017535,-74.04048943,4.812416355
0.017535,-74.04914354,4.812959353
0.017535,-74.04860266,4.812959331
0.017535,-74.04806177,4.812959307
0.017535,-74.04752089,4.812959284
0.017535,-74.04698001,4.81295926
0.017535,-74.04643912,4.812959235
0.017535,-74.04589824,4.81295921
0.017535,-74.04535735,4.812959185
0.017535,-74.04481647,4.812959159
0.017535,-74.04427559,4.812959133
0.017535,-74.0437347,4.812959107
0.017535,-74.04319382,4.812959079
0.017535,-74.04265294,4.812959052
0.017535,-74.04211205,4.812959024
0.017535,-74.04157117,4.812958996
0.017535,-74.04103029,4.812958967
0.017535,-74.0404894,4.812958938
0.017535,-74.04914352,4.813501937
0.017535,-74.04860263,4.813501914
0.017535,-74.04806175,4.813501891
0.017535,-74.04752087,4.813501867
0.017535,-74.04697998,4.813501843
0.017535,-74.0464391,4.813501819
0.017535,-74.04589821,4.813501794
0.017535,-74.04535733,4.813501768
0.017535,-74.04481645,4.813501743
0.017535,-74.04427556,4.813501716
0.017535,-74.04373468,4.81350169
0.017535,-74.04319379,4.813501663
0.017535,-74.04265291,4.813501635
0.017535,-74.04211203,4.813501607
0.017535,-74.04157114,4.813501579
0.017535,-74.04103026,4.81350155
0.017535,-74.04048937,4.813501521
0.017535,-74.04860261,4.814044497
0.017535,-74.04806173,4.814044474
0.017535,-74.04752084,4.81404445
0.017535,-74.04697996,4.814044426
0.017535,-74.04643907,4.814044402
0.017535,-74.04589819,4.814044377
0.017535,-74.0453573,4.814044352
0.017535,-74.04481642,4.814044326
0.017535,-74.04427553,4.8140443
0.017535,-74.04373465,4.814044273
0.017535,-74.04319377,4.814044246
0.017535,-74.04265288,4.814044218
0.017535,-74.042112,4.814044191
0.017535,-74.04157111,4.814044162
0.017535,-74.04103023,4.814044133
0.017535,-74.04048934,4.814044104
0.017535,-74.04860259,4.81458708
0.017535,-74.0480617,4.814587057
0.017535,-74.04752082,4.814587034
0.017535,-74.04697993,4.81458701
0.017535,-74.04643905,4.814586985
0.017535,-74.04589816,4.81458696
0.017535,-74.04535728,4.814586935
0.017535,-74.04481639,4.814586909
0.017535,-74.04427551,4.814586883
0.017535,-74.04373462,4.814586856
0.017535,-74.04319374,4.814586829
0.017535,-74.04265285,4.814586802
0.017535,-74.04211197,4.814586774
0.017535,-74.04157108,4.814586745
0.017535,-74.04860256,4.815129664
0.017535,-74.04806168,4.81512964
0.017535,-74.04752079,4.815129617
0.017535,-74.04697991,4.815129593
0.017535,-74.04643902,4.815129568
0.017535,-74.04589814,4.815129543
0.017535,-74.04535725,4.815129518
0.017535,-74.04481637,4.815129492
0.017535,-74.04427548,4.815129466
0.017535,-74.0437346,4.815129439
0.017535,-74.04860254,4.815672247
0.017535,-74.04806166,4.815672224
0.017535,-74.04752077,4.8156722
0.017535,-74.04697988,4.815672176
0.017535,-74.046439,4.815672151
0.017535,-74.04589811,4.815672127
0.017535,-74.04806163,4.816214807
0.753819,-74.04048955,4.810246022
0.753819,-74.03994867,4.810245992
0.753819,-74.03994864,4.810788575
0.753819,-74.03994861,4.811331159
0.753819,-74.03940773,4.811331128
0.753819,-74.03994858,4.811873742
0.753819,-74.0394077,4.811873712
0.753819,-74.03994855,4.812416325
0.753819,-74.03940767,4.812416295
0.753819,-74.03994852,4.812958908
0.753819,-74.03940764,4.812958878
0.753819,-74.03886675,4.812958848
0.753819,-74.03994849,4.813501491
0.753819,-74.03940761,4.813501461
0.753819,-74.03886672,4.813501431
0.753819,-74.03994846,4.814044075
0.753819,-74.03940757,4.814044045
0.753819,-74.03886669,4.814044014
0.753819,-74.03994843,4.814586658
0.753819,-74.03940754,4.814586628
0.753819,-74.03886666,4.814586597
0.753819,-74.04048929,4.815129271
0.753819,-74.0399484,4.815129241
0.753819,-74.03940751,4.815129211
0.753819,-74.03886663,4.81512918
0.753819,-74.04048926,4.815671854
0.753819,-74.03994837,4.815671824
0.753819,-74.03940748,4.815671794
0.753819,-74.0388666,4.815671764
0.753819,-74.03832571,4.815671733
0.753819,-74.04048923,4.816214437
0.753819,-74.03994834,4.816214407
0.753819,-74.03940745,4.816214377
0.753819,-74.03886657,4.816214347
0.753819,-74.03832568,4.816214316
0.753819,-74.0404892,4.81675702
0.753819,-74.03994831,4.81675699
0.753819,-74.03940742,4.81675696
0.753819,-74.03886654,4.81675693
0.753819,-74.03832565,4.816756899
0.753819,-74.04103005,4.817299632
0.753819,-74.04048917,4.817299603
0.753819,-74.03994828,4.817299574
0.753819,-74.03940739,4.817299544
0.753819,-74.03886651,4.817299513
0.753819,-74.03832562,4.817299482
0.753819,-74.04157091,4.817842244
0.753819,-74.04103003,4.817842216
0.753819,-74.04048914,4.817842186
0.753819,-74.03994825,4.817842157
0.753819,-74.03940736,4.817842127
0.753819,-74.03886648,4.817842096
0.753819,-74.03832559,4.817842065
0.753819,-74.04211177,4.818384856
0.753819,-74.04157088,4.818384828
0.753819,-74.04103,4.818384799
0.753819,-74.04048911,4.81838477
0.753819,-74.03994822,4.81838474
0.753819,-74.03940733,4.81838471
0.753819,-74.03886645,4.818384679
0.753819,-74.03832556,4.818384648
0.753819,-74.04319352,4.818927495
0.753819,-74.04265263,4.818927467
0.753819,-74.04211174,4.818927439
0.753819,-74.04157086,4.818927411
0.753819,-74.04102997,4.818927382
0.753819,-74.04048908,4.818927353
0.753819,-74.03994819,4.818927323
0.753819,-74.0394073,4.818927293
0.753819,-74.04319349,4.819470078
0.753819,-74.04265261,4.81947005
0.753819,-74.04211172,4.819470022
0.753819,-74.04157083,4.819469994
0.753819,-74.04102994,4.819469965
0.753819,-74.04319347,4.820012661
0.753819,-74.04265258,4.820012633
0.753819,-74.04211169,4.820012605
33.709192,-74.02426311,4.810244946
33.709192,-74.02372223,4.810244904
33.709192,-74.02588571,4.810787655
33.709192,-74.02534483,4.810787613
33.709192,-74.02480395,4.810787572
33.709192,-74.02426307,4.81078753
33.709192,-74.02372218,4.810787487
33.709192,-74.02588567,4.811330238
33.709192,-74.02534479,4.811330196
33.709192,-74.02588563,4.811872821
33.709192,-74.02534475,4.81187278
0.045161,-74.0399487,4.809703409
0.045161,-74.03940782,4.809703379
0.045161,-74.03886694,4.809703348
0.045161,-74.03832605,4.809703317
0.045161,-74.03778517,4.809703286
0.045161,-74.03724429,4.809703254
0.045161,-74.03940779,4.810245962
0.045161,-74.0388669,4.810245931
0.045161,-74.03832602,4.810245901
0.045161,-74.03778514,4.810245869
0.045161,-74.03724426,4.810245838
0.045161,-74.03940776,4.810788545
0.045161,-74.03886687,4.810788515
0.045161,-74.03832599,4.810788484
0.045161,-74.03778511,4.810788453
0.045161,-74.03724423,4.810788421
0.045161,-74.03886684,4.811331098
0.045161,-74.03832596,4.811331067
0.045161,-74.03778508,4.811331036
0.045161,-74.0372442,4.811331004
0.045161,-74.03886681,4.811873681
0.045161,-74.03832593,4.81187365
0.045161,-74.03778505,4.811873619
0.045161,-74.03724416,4.811873587
0.045161,-74.03886678,4.812416264
0.045161,-74.0383259,4.812416234
0.045161,-74.03778502,4.812416202
0.045161,-74.03724413,4.81241617
0.045161,-74.03832587,4.812958817
0.045161,-74.03778498,4.812958785
0.045161,-74.0372441,4.812958754
0.045161,-74.03832584,4.8135014
0.045161,-74.03778495,4.813501369
0.045161,-74.03724407,4.813501337
0.045161,-74.03670319,4.813501305
0.045161,-74.03832581,4.814043983
0.045161,-74.03778492,4.814043952
0.045161,-74.03724404,4.81404392
0.045161,-74.03670315,4.814043888
0.045161,-74.03832578,4.814586566
0.045161,-74.03778489,4.814586535
0.045161,-74.03724401,4.814586503
0.045161,-74.03670312,4.814586471
0.045161,-74.03832574,4.815129149
0.045161,-74.03778486,4.815129118
0.045161,-74.03724397,4.815129086
